"","CASE_CODE_TYPE","CASE_CODE","CASE_CODE_TITLE","Hierarchy_level","Sort_sequence"
"653","Nature",178,"Multiple effects of environmental conditions",3,116
"654","Nature",179,"Effects of environmental conditions, n.e.c.",3,117
"655","Nature",18,"Multiple traumatic injuries and disorders",2,118
"656","Nature",180,"Multiple traumatic injuries and disorders, unspecified",3,119
"657","Nature",181,"Cuts and abrasions or bruises",3,120
"658","Nature",182,"Sprains and other injuries",3,121
"659","Nature",1820,"Sprains and other injuries, unspecified",4,122
"660","Nature",1821,"Sprains and bruises",4,123
"661","Nature",1822,"Sprains and cuts",4,124
"662","Nature",1829,"Sprains and other injuries, n.e.c.",4,125
"663","Nature",183,"Fractures and other injuries",3,126
"664","Nature",1830,"Fractures and other injuries, unspecified",4,127
"665","Nature",1831,"Fractures (except skull fractures) and concussions ",4,128
"666","Nature",1832,"Fractures (except rib, trunk fractures) and internal injuries ",4,129
"667","Nature",1833,"Fractures and burns",4,130
"668","Nature",1834,"Fractures and dislocations",4,131
"669","Nature",1839,"Fractures and other injuries, n.e.c.",4,132
"670","Nature",184,"Burns and other injuries, except fractures",3,133
"671","Nature",1840,"Burns and other injuries, except fractures, unspecified",4,134
"672","Nature",1841,"Burns and smoke inhalation",4,135
"673","Nature",1849,"Burns and other injuries, n.e.c.",4,136
"674","Nature",185,"Intracranial injuries and injuries to internal organs",3,137
"675","Nature",189,"Multiple traumatic injuries and disorders, n.e.c.",3,138
"676","Nature",19,"Other traumatic injuries and disorders",2,139
"677","Nature",190,"Other traumatic injuries and disorders, unspecified",3,140
"678","Nature",191,"Asphyxiations, strangulations, suffocations",3,141
"679","Nature",192,"Drownings",3,142
"680","Nature",193,"Electrocutions, electric shocks",3,143
"681","Nature",194,"Internal injuries to organs and blood vessels of the trunk",3,144
"682","Nature",195,"Dermatitis and reactions affecting the skin--acute",3,145
"683","Nature",1950,"Dermatitis and reactions affecting the skin--acute, unspecified",4,146
"684","Nature",1951,"Allergic dermatitis--acute ",4,147
"685","Nature",1952,"Irritant dermatitis--acute",4,148
"686","Nature",1953,"Hives, urticaria--acute",4,149
"687","Nature",1958,"Multiple types of dermatitis and skin reactions--acute",4,150
"688","Nature",1959,"Dermatitis and reactions affecting the skin--acute, n.e.c.",4,151
"689","Nature",196,"Other poisoning, toxic, noxious, or allergenic effects",3,152
"690","Nature",1960,"Poisoning, toxic, noxious, or allergenic effect, unspecified",4,153
"691","Nature",1961,"Poisoning, including poisoning-related asphyxia",4,154
"692","Nature",1962,"Anaphylactic shock, anaphylaxis",4,155
"693","Nature",1963,"Other respiratory system symptoms--toxic, noxious, or allergenic effect ",4,156
"694","Nature",1964,"Coughing and throat irritation-- toxic, noxious, or allergenic effect",4,157
"695","Nature",1965,"Dizziness, lightheadedness, headache--toxic, noxious, or allergenic effect",4,158
"696","Nature",1966,"Other or unspecified allergic reactions ",4,159
"697","Nature",1967,"Nausea, vomiting-- toxic, noxious, or allergenic effect",4,160
"698","Nature",1968,"Multiple poisoning, toxic, noxious, or allergenic effects",4,161
"699","Nature",1969,"Other poisoning, toxic, noxious, or allergenic effects, n.e.c.",4,162
"700","Nature",197,"Nonspecified injuries and disorders",3,163
"701","Nature",1971,"Crushing injuries",4,164
"702","Nature",1972,"Soreness, pain, hurt--nonspecified injury",4,165
"703","Nature",1973,"Swelling, inflammation, irritation--nonspecified injury",4,166
"704","Nature",1974,"Numbness--nonspecified injury",4,167
"705","Nature",1978,"Multiple nonspecified injuries and disorders",4,168
"706","Nature",1979,"Nonspecified injuries and disorders, n.e.c.",4,169
"707","Nature",199,"Other traumatic injuries and disorders, n.e.c.",3,170
"708","Nature",1991,"Traumatic shock ",4,171
"709","Nature",1992,"Embolism, air or fat",4,172
"710","Nature",1999,"Traumatic injuries and disorders, n.e.c.",4,173
"711","Nature",2,"DISEASES AND DISORDERS OF BODY SYSTEMS",1,174
"712","Nature",20,"Systemic diseases and disorders, unspecified",2,175
"713","Nature",21,"Anemia and other diseases of the blood and blood forming organs",2,176
"714","Nature",22,"Nervous system and sense organs diseases",2,177
"715","Nature",220,"Nervous system and sense organs diseases, unspecified",3,178
"716","Nature",221,"Inflammatory diseases of the central nervous system",3,179
"717","Nature",222,"Degenerative diseases of the central nervous system",3,180
"718","Nature",223,"Other disorders of the central nervous system",3,181
"719","Nature",2230,"Other disorders of the central nervous system, unspecified",4,182
"720","Nature",2231,"Seizure disorder, epilepsy",4,183
"721","Nature",2232,"Migraine",4,184
"722","Nature",2239,"Other disorders of the central nervous system, n.e.c.",4,185
"723","Nature",224,"Disorders of the peripheral nervous system",3,186
"724","Nature",2240,"Disorders of the peripheral nervous system, unspecified",4,187
"725","Nature",2241,"Carpal tunnel syndrome",4,188
"726","Nature",2242,"Inflammatory and toxic neuropathy, toxic polyneuropathy",4,189
"727","Nature",2243,"Toxic myoneural disorders",4,190
"728","Nature",2244,"Tarsal tunnel syndrome",4,191
"729","Nature",2249,"Disorders of the peripheral nervous system, n.e.c.",4,192
"730","Nature",225,"Disorders of the eye, adnexa, vision",3,193
"731","Nature",2250,"Disorders of the eye, adnexa, vision, unspecified",4,194
"732","Nature",2251,"Conjunctivitis--non-viral",4,195
"733","Nature",2252,"Inflammation except conjunctivitis (including ophthalmia, iritis, chalazion)",4,196
"734","Nature",2253,"Cataracts",4,197
"735","Nature",2254,"Blindness, low vision",4,198
"736","Nature",2255,"Glaucoma",4,199
"737","Nature",2256,"Visual disturbances",4,200
"738","Nature",2259,"Disorders of the eye, adnexa, vision, n.e.c.",4,201
"739","Nature",226,"Disorders of the ear, mastoid process, hearing",3,202
"740","Nature",2260,"Disorders of the ear, mastoid process, hearing, unspecified",4,203
"741","Nature",2261,"Deafness, hearing loss and impairment",4,204
"742","Nature",2262,"Tinnitis",4,205
"743","Nature",2269,"Disorders of the ear, mastoid process, and hearing, n.e.c.",4,206
"744","Nature",229,"Nervous system and sense organs diseases, n.e.c.",3,207
"745","Nature",23,"Circulatory system diseases",2,208
"746","Nature",230,"Circulatory system diseases, unspecified",3,209
"747","Nature",231,"Rheumatic fever with heart involvement",3,210
"748","Nature",232,"Hypertensive disease",3,211
"749","Nature",233,"Ischemic heart disease, including heart attack",3,212
"750","Nature",2330,"Ischemic heart disease, unspecified",4,213
"751","Nature",2331,"Myocardial infarction (heart attack)",4,214
"752","Nature",2332,"Angina",4,215
"753","Nature",2339,"Ischemic heart disease, n.e.c.",4,216
"754","Nature",234,"Diseases of pulmonary circulation",3,217
"755","Nature",2340,"Diseases of pulmonary circulation, unspecified",4,218
"756","Nature",2341,"Pulmonary heart disease",4,219
"757","Nature",2342,"Pulmonary embolism",4,220
"758","Nature",2349,"Diseases of pulmonary circulation, n.e.c.",4,221
"759","Nature",235,"Other forms of heart disease",3,222
"760","Nature",2350,"Other forms of heart disease, unspecified",4,223
"761","Nature",2351,"Toxic myocarditis",4,224
"762","Nature",2352,"Heart failure",4,225
"763","Nature",2353,"Ill-defined descriptions and complications of heart disease",4,226
"764","Nature",2359,"Other forms of heart disease, n.e.c.",4,227
"765","Nature",236,"Cerebrovascular disease",3,228
"766","Nature",2360,"Cerebrovascular disease, unspecified",4,229
"767","Nature",2361,"Stroke",4,230
"768","Nature",2362,"Transient ischemia attacks",4,231
"769","Nature",2369,"Cerebrovascular disease, n.e.c.",4,232
"770","Nature",237,"Diseases of arteries, arterioles, capillaries",3,233
"771","Nature",2370,"Diseases of arteries, arterioles, capillaries, unspecified",4,234
"772","Nature",2371,"Raynaud's syndrome or phenomenon",4,235
"773","Nature",2372,"Aneurysm--nontraumatic",4,236
"774","Nature",2379,"Diseases of arteries, arterioles, capillaries, n.e.c.",4,237
"775","Nature",238,"Diseases of the veins, lymphatics",3,238
"776","Nature",2380,"Diseases of the veins, lymphatics, unspecified",4,239
"777","Nature",2381,"Varicose veins",4,240
"778","Nature",2382,"Hemorrhoids",4,241
"779","Nature",2383,"Phlebitis, thrombosis",4,242
"780","Nature",2389,"Diseases of the veins, lymphatics, n.e.c.",4,243
"781","Nature",239,"Circulatory system diseases, n.e.c.",3,244
"782","Nature",24,"Respiratory system diseases",2,245
"783","Nature",240,"Respiratory system diseases, unspecified",3,246
"784","Nature",241,"Acute respiratory infections (including common cold)",3,247
"785","Nature",242,"Other diseases of upper respiratory tract",3,248
"786","Nature",2420,"Other diseases of upper respiratory tract, unspecified",4,249
"787","Nature",2421,"Allergic rhinitis",4,250
"788","Nature",2422,"Chronic conditions of upper respiratory tract ",4,251
"789","Nature",2429,"Other diseases of upper respiratory tract, n.e.c.",4,252
"790","Nature",243,"Pneumonia, influenza",3,253
"791","Nature",2430,"Pneumonia, influenza, unspecified",4,254
"792","Nature",2431,"Pneumonia",4,255
"793","Nature",2432,"Influenza--common",4,256
"794","Nature",2433,"Influenza--novel",4,257
"795","Nature",244,"Chronic obstructive pulmonary disease and allied conditions",3,258
"796","Nature",2440,"Chronic obstructive pulmonary disease and allied conditions, unspecified",4,259
"797","Nature",2441,"Chronic bronchitis ",4,260
"798","Nature",2442,"Emphysema",4,261
"799","Nature",2443,"Asthma, except intrinsic",4,262
"800","Nature",2444,"Extrinsic allergic alveolitis and hypersensitivity pneumonitis ",4,263
"801","Nature",2449,"Chronic obstructive pulmonary diseases and allied conditions, n.e.c.",4,264
"802","Nature",245,"Pneumoconioses",3,265
"803","Nature",2450,"Pneumoconioses, unspecified",4,266
"804","Nature",2451,"Coal workers' pneumoconiosis ",4,267
"805","Nature",2452,"Asbestosis",4,268
"806","Nature",2453,"Silicosis, talcosis",4,269
"807","Nature",2454,"Byssinosis, mill fever",4,270
"808","Nature",2455,"Aluminosis",4,271
"809","Nature",2456,"Berylliosis",4,272
"810","Nature",2457,"Siderosis",4,273
"811","Nature",2458,"Pneumoconiosis with tuberculosis",4,274
"812","Nature",2459,"Pneumoconioses, n.e.c.",4,275
"813","Nature",249,"Other respiratory system diseases",3,276
"814","Nature",2490,"Other respiratory system diseases, unspecified",4,277
"815","Nature",2491,"Pneumonitis, n.e.c.",4,278
"816","Nature",2492,"Pulmonary edema",4,279
"817","Nature",2493,"Pulmonary fibrosis, n.e.c.",4,280
"818","Nature",2494,"Atelectasis, collapsed lung",4,281
"819","Nature",2499,"Other respiratory system diseases, n.e.c.",4,282
"820","Nature",25,"Digestive system diseases and disorders",2,283
"821","Nature",250,"Digestive system diseases and disorders, unspecified",3,284
"822","Nature",251,"Diseases of oral cavity, salivary glands, and jaws",3,285
"823","Nature",252,"Diseases of esophagus, stomach, and duodenum",3,286
"824","Nature",253,"Hernia--nontraumatic",3,287
"825","Nature",254,"Noninfectious enteritis and colitis (including ileitis)",3,288
"826","Nature",255,"Other diseases of intestines and peritoneum",3,289
"827","Nature",256,"Toxic hepatitis--noninfective",3,290
"828","Nature",259,"Digestive system diseases and disorders, n.e.c.",3,291
"829","Nature",26,"Genitourinary system diseases and disorders",2,292
"830","Nature",260,"Genitourinary system diseases and disorders, unspecified",3,293
"831","Nature",261,"Nephritis, nephrotic syndrome, and nephrosis",3,294
"832","Nature",2610,"Nephritis, nephrotic syndrome, and nephrosis, unspecified",4,295
"833","Nature",2611,"Nephritis",4,296
"834","Nature",2612,"Nephrotic syndrome",4,297
"835","Nature",2613,"Nephrosis",4,298
"836","Nature",262,"Other diseases of urinary system",3,299
"837","Nature",263,"Diseases and disorders of the genital tract",3,300
"838","Nature",2630,"Diseases and disorders of the genital tract, unspecified",4,301
"839","Nature",2631,"Infertility",4,302
"840","Nature",2632,"Spontaneous abortion, miscarriage",4,303
"841","Nature",2639,"Diseases and disorders of the genital tract, n.e.c.",4,304
"842","Nature",264,"Disorders of breast",3,305
"843","Nature",269,"Genitourinary system diseases and disorders, n.e.c.",3,306
"844","Nature",27,"Musculoskeletal system and connective tissue diseases and disorders",2,307
"845","Nature",270,"Musculoskeletal system and connective tissue diseases and disorders, unspecified",3,308
"846","Nature",271,"Arthropathies and related disorders (arthritis)",3,309
"847","Nature",272,"Dorsopathies",3,310
"848","Nature",2720,"Dorsopathies, unspecified",4,311
"849","Nature",2721,"Sciatica",4,312
"850","Nature",2722,"Lumbago",4,313
"851","Nature",2723,"Disc disorders, except dislocation",4,314
"852","Nature",2729,"Dorsopathies, n.e.c.",4,315
"853","Nature",273,"Soft tissue disorders, except the back",3,316
"854","Nature",2730,"Soft tissue disorder, except the back, unspecified",4,317
"855","Nature",2731,"Bursitis",4,318
"856","Nature",2732,"Stenosing tenosynovitis",4,319
"857","Nature",2733,"Other tenosynovitis, synovitis",4,320
"858","Nature",2734,"Epicondylitis",4,321
"859","Nature",2735,"Other or unspecified tendonitis (tendinitis)",4,322
"860","Nature",2736,"Ganglion or cystic tumor",4,323
"861","Nature",2738,"Multiple soft tissue disorders",4,324
"862","Nature",2739,"Soft tissue disorder, except the back, n.e.c.",4,325
"863","Nature",274,"Osteopathies, chondropathies, and acquired deformities",3,326
"864","Nature",2740,"Osteopathies, chondropathies, and acquired deformities, unspecified",4,327
"865","Nature",2741,"Curvature of spine",4,328
"866","Nature",2749,"Osteopathies, chondropathies, and acquired deformities, n.e.c.",4,329
"867","Nature",279,"Musculoskeletal system and connective tissue diseases and disorders, n.e.c.",3,330
"868","Nature",28,"Disorders of the skin and subcutaneous tissue",2,331
"869","Nature",280,"Disorders of the skin and subcutaneous tissue, unspecified",3,332
"870","Nature",281,"Infections of the skin and subcutaneous tissue",3,333
"871","Nature",2810,"Infections of the skin and subcutaneous tissue, unspecified",4,334
"872","Nature",2811,"Cellulitis and abscess",4,335
"873","Nature",2812,"Impetigo",4,336
"874","Nature",2813,"Methicillin-resistant staphylococcus aureus (MRSA) infection",4,337
"875","Nature",2814,"Other staphylococcus skin infection",4,338
"876","Nature",2815,"Other or unspecified streptococcus skin infection",4,339
"877","Nature",2819,"Infections of the skin and subcutaneous tissue, n.e.c.",4,340
"878","Nature",282,"Dermatitis resulting from long-term exposures",3,341
"879","Nature",283,"Diseases of sebaceous glands",3,342
"880","Nature",2830,"Diseases of sebaceous glands, unspecified",4,343
"881","Nature",2831,"Acne",4,344
"882","Nature",2832,"Sebaceous cyst",4,345
"883","Nature",2839,"Diseases of sebaceous glands, n.e.c.",4,346
"884","Nature",289,"Other diseases and disorders of the skin and subcutaneous tissue",3,347
"885","Nature",2890,"Other diseases and disorders of the skin and subcutaneous tissue, unspecified",4,348
"886","Nature",2891,"Corns and calluses ",4,349
"887","Nature",2892,"Ingrown nails and other nail diseases",4,350
"888","Nature",2893,"Prickly heat, heat rash, and other disorders of sweat glands ",4,351
"889","Nature",2894,"Chronic skin ulcers",4,352
"890","Nature",2899,"Other diseases and disorders of the skin and subcutaneous tissue, n.e.c.",4,353
"891","Nature",29,"Other systemic diseases and disorders",2,354
"892","Nature",290,"Other systemic diseases and disorders, unspecified",3,355
"893","Nature",291,"Endocrine, nutritional, metabolic, and immunity disorders",3,356
"894","Nature",2910,"Endocrine, nutritional, metabolic, and immunity disorders, unspecified",4,357
"895","Nature",2911,"Diseases and disorders of thyroid gland",4,358
"896","Nature",2912,"Diseases and disorders of other endocrine glands",4,359
"897","Nature",2919,"Endocrine, nutritional, metabolic, and immunity disorders, n.e.c.",4,360
"898","Nature",299,"Other systemic diseases and disorders, n.e.c.",3,361
"899","Nature",3,"INFECTIOUS AND PARASITIC DISEASES",1,362
"900","Nature",30,"Infectious and parasitic diseases, unspecified",2,363
"901","Nature",31,"Bacterial diseases",2,364
"902","Nature",310,"Bacterial diseases, unspecified",3,365
"903","Nature",311,"Tuberculosis",3,366
"904","Nature",312,"Zoonotic bacterial diseases",3,367
"905","Nature",3120,"Zoonotic bacterial diseases, unspecified",4,368
"906","Nature",3121,"Anthrax",4,369
"907","Nature",3122,"Brucellosis",4,370
"908","Nature",3123,"Ornithosis (including parrot fever, psittacosis)",4,371
"909","Nature",3129,"Zoonotic bacterial diseases, n.e.c.",4,372
"910","Nature",313,"Syphilis and other venereal diseases",3,373
"911","Nature",314,"Other spirochetal diseases",3,374
"912","Nature",3140,"Other spirochetal diseases, unspecified",4,375
"913","Nature",3141,"Leptospirosis",4,376
"914","Nature",3149,"Other spirochetal diseases, n.e.c.",4,377
"915","Nature",319,"Other bacterial diseases",3,378
"916","Nature",3190,"Other bacterial diseases, unspecified",4,379
"917","Nature",3191,"Leprosy",4,380
"918","Nature",3192,"Diphtheria, whooping cough ",4,381
"919","Nature",3193,"Streptococcal sore throat and scarlatina",4,382
"920","Nature",3194,"Methicillin-resistant infection, other than skin",4,383
"921","Nature",3195,"Meningococcal infection",4,384
"922","Nature",3196,"Tetanus",4,385
"923","Nature",3197,"Septicemia",4,386
"924","Nature",3199,"Other bacterial diseases, n.e.c",4,387
"925","Nature",32,"Viral diseases",2,388
"926","Nature",320,"Viral diseases, unspecified",3,389
"927","Nature",321,"Human immunodeficiency virus (HIV) infection",3,390
"928","Nature",3210,"Human immunodeficiency virus (HIV) infection, unspecified",4,391
"929","Nature",3211,"Acquired immune deficiency syndrome (AIDS)",4,392
"930","Nature",3212,"AIDS-like syndrome, AIDS-related complex (ARC)",4,393
"931","Nature",3219,"Human immunodeficiency virus (HIV) infection, n.e.c.",4,394
"932","Nature",322,"Non-arthropod-borne viral diseases of the central nervous system",3,395
"933","Nature",3220,"Non-arthropod-borne viral diseases of the central nervous system, unspecified",4,396
"934","Nature",3221,"Meningitis due to enterovirus",4,397
"935","Nature",3229,"Non-arthropod-borne viral diseases of the central nervous system, n.e.c.",4,398
"936","Nature",323,"Viral diseases accompanied by exanthem (eruptive fever)",3,399
"937","Nature",3230,"Viral diseases accompanied by exanthem (eruptive fever), unspecified",4,400
"938","Nature",3231,"Smallpox ",4,401
"939","Nature",3232,"Cowpox and paravaccinia",4,402
"940","Nature",3233,"Chickenpox, varicella",4,403
"941","Nature",3234,"Herpes zoster, shingles",4,404
"942","Nature",3235,"Herpes simplex",4,405
"943","Nature",3236,"Measles",4,406
"944","Nature",3237,"Rubella, German measles",4,407
"945","Nature",3239,"Viral diseases accompanied by exanthem (eruptive fever), n.e.c.",4,408
"946","Nature",324,"Arthropod-borne viral diseases",3,409
"947","Nature",3240,"Arthropod-borne viral diseases, unspecified",4,410
"948","Nature",3241,"Yellow fever",4,411
"949","Nature",3242,"Dengue",4,412
"950","Nature",3243,"Viral encephalitis",4,413
"951","Nature",3244,"Hemorrhagic fever",4,414
"952","Nature",3245,"West Nile virus",4,415
"953","Nature",3249,"Arthropod-borne viral diseases, n.e.c.",4,416
"954","Nature",325,"Viral hepatitis",3,417
"955","Nature",3250,"Viral hepatitis, unspecified",4,418
"956","Nature",3251,"Type A viral hepatitis (infectious hepatitis)",4,419
"957","Nature",3252,"Type B viral hepatitis (serum hepatitis)",4,420
"958","Nature",3253,"Type C viral hepatitis ",4,421
"959","Nature",3254,"Type E viral hepatitis",4,422
"960","Nature",3259,"Viral hepatitis, n.e.c.",4,423
"961","Nature",326,"Viral diseases of the conjunctiva",3,424
"962","Nature",3260,"Viral diseases of the conjunctiva, unspecified",4,425
"963","Nature",3261,"Viral conjunctivitis (ophthalmia)",4,426
"964","Nature",3269,"Viral diseases of the conjunctiva, n.e.c.",4,427
"965","Nature",329,"Other diseases due to viruses",3,428
"966","Nature",3290,"Other diseases due to viruses, unspecified",4,429
"967","Nature",3291,"Rabies",4,430
"968","Nature",3292,"Mumps",4,431
"969","Nature",3293,"Infectious mononucleosis",4,432
"970","Nature",3294,"Foot and mouth disease",4,433
"971","Nature",3299,"Other diseases due to viruses, n.e.c.",4,434
"972","Nature",33,"Other arthropod-borne diseases",2,435
"973","Nature",330,"Other arthropod-borne diseases, unspecified",3,436
"974","Nature",331,"Rickettsioses diseases",3,437
"975","Nature",3310,"Rickettsioses diseases, unspecified",4,438
"976","Nature",3311,"Q fever",4,439
"977","Nature",3312,"Spotted fevers and tick typhus",4,440
"978","Nature",3319,"Rickettsioses diseases, n.e.c.",4,441
"979","Nature",332,"Malaria",3,442
"980","Nature",333,"Lyme disease",3,443
"981","Nature",339,"Other arthropod-borne diseases, n.e.c.",3,444
"982","Nature",34,"Mycoses (fungal infections)",2,445
"983","Nature",340,"Mycoses, unspecified",3,446
"984","Nature",341,"Dermatophytosis (including athlete's foot, tinea)",3,447
"985","Nature",342,"Coccidioidomycosis",3,448
"986","Nature",349,"Mycoses, n.e.c.",3,449
"987","Nature",35,"Helminthiases (worm infections)",2,450
"988","Nature",36,"Infectious diseases peculiar to the intestines",2,451
"989","Nature",360,"Infectious diseases peculiar to the intestines, unspecified",3,452
"990","Nature",361,"Cholera",3,453
"991","Nature",362,"Typhoid and paratyphoid fevers",3,454
"992","Nature",363,"Other salmonella infections",3,455
"993","Nature",364,"Other bacterial food poisoning (including botulism and staphylococcal food poisoning)",3,456
"994","Nature",365,"Colitis",3,457
"995","Nature",366,"Dysentery",3,458
"996","Nature",369,"Infectious diseases peculiar to the intestines, n.e.c.",3,459
"997","Nature",39,"Other infectious and parasitic diseases",2,460
"998","Nature",390,"Other infectious and parasitic diseases, unspecified",3,461
"999","Nature",391,"Pediculosis and phthirus infestation (lice)",3,462
"1000","Nature",392,"Scabies and other acariases",3,463
"1001","Nature",393,"Other infestations (including maggots, leeches, jigger disease)",3,464
"1002","Nature",399,"Other infectious and parasitic diseases, n.e.c.",3,465
"1003","Nature",4,"NEOPLASMS, TUMORS, AND CANCERS",1,466
"1004","Nature",41,"Malignant neoplasms and tumors (cancers, carcinomas, sarcomas)",2,467
"1005","Nature",410,"Malignant neoplasms and tumors (cancers, carcinomas, sarcomas)",3,468
"1006","Nature",411,"Malignant neoplasms and tumors of bone and articular cartilage",3,469
"1007","Nature",412,"Malignant neoplasms and tumors of the skin",3,470
"1008","Nature",4120,"Malignant neoplasms and tumors of the skin, unspecified",4,471
"1009","Nature",4121,"Melanoma of the skin (melanocarcinoma)",4,472
"1010","Nature",4122,"Non-melanoma skin cancer (squamous and basal cell)",4,473
"1011","Nature",4128,"Multiple malignant neoplasms and tumors of the skin",4,474
"1012","Nature",413,"Malignant neoplasms and tumors of lymphatic and hematopoietic tissue",3,475
"1013","Nature",4130,"Malignant neoplasms and tumors of lymphatic and hematopoietic tissue, unspecified",4,476
"1014","Nature",4131,"Lymphosarcoma and reticulosarcoma (lymphoma)",4,477
"1015","Nature",4132,"Hodgkin's disease",4,478
"1016","Nature",4133,"Multiple myeloma",4,479
"1017","Nature",4134,"Leukemias",4,480
"1018","Nature",4138,"Multiple malignant neoplasms and tumors of lymphatic and hematopoietic tissue",4,481
"1019","Nature",4139,"Malignant neoplasms and tumors of lymphatic and hematopoietic tissue, n.e.c.",4,482
"1020","Nature",414,"Malignant neoplasms of digestive organs (esophagus, stomach, liver, intestines)",3,483
"1021","Nature",415,"Malignant neoplasms of respiratory and intrathoracic (larynx, lung, sinuses, trachea)",3,484
"1022","Nature",416,"Malignant neoplasms of mesothelial and soft tissue",3,485
"1023","Nature",4161,"Mesothelioma",4,486
"1024","Nature",4169,"Malignant neoplasms of other connective and soft tissue",4,487
"1025","Nature",419,"Malignant neoplasms and tumors of other sites",3,488
"1026","Nature",42,"Benign neoplasms and tumors",2,489
"1027","Nature",420,"Benign neoplasms and tumors, unspecified",3,490
"1028","Nature",421,"Benign neoplasms of bone, connective tissue, and skin",3,491
"1029","Nature",4210,"Benign neoplasms of bone, connective tissue, and skin, unspecified",4,492
"1030","Nature",4211,"Benign neoplasms of bone and articular cartilage",4,493
"1031","Nature",4212,"Lipoma (fatty tumor)",4,494
"1032","Nature",4213,"Benign neoplasms of the skin",4,495
"1033","Nature",4218,"Multiple benign neoplasms of bone, connective tissue, and skin",4,496
"1034","Nature",4219,"Benign neoplasms of bone, connective tissue, and skin, n.e.c.",4,497
"1035","Nature",429,"Benign neoplasms and tumors of other sites",3,498
"1036","Nature",4290,"Benign neoplasms and tumors of other sites, unspecified",4,499
"1037","Nature",4291,"Hemangioma and lymphangioma--any site",4,500
"1038","Nature",4298,"Multiple benign neoplasms and tumors of other sites",4,501
"1039","Nature",4299,"Benign neoplasms and tumors of other sites, n.e.c.",4,502
"1040","Nature",43,"Neoplasms and tumors of unknown properties",2,503
"1041","Nature",430,"Neoplasms and tumors of unknown properties, unspecified",3,504
"1042","Nature",431,"Bone, articular cartilage neoplasms and tumors of unknown properties",3,505
"1043","Nature",432,"Connective and other soft tissue neoplasms and tumors of unknown properties",3,506
"1044","Nature",433,"Skin neoplasms and tumors of unknown properties",3,507
"1045","Nature",438,"Multiple neoplasms and tumors of unknown properties",3,508
"1046","Nature",439,"Neoplasms and tumors of other sites of unknown properties, n.e.c.",3,509
"1047","Nature",5,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",1,510
"1048","Nature",50,"Symptoms, signs, and ill-defined conditions, unspecified",2,511
"1049","Nature",51,"Symptoms",2,512
"1050","Nature",510,"Symptoms, unspecified",3,513
"1051","Nature",511,"General symptoms",3,514
"1052","Nature",5110,"General symptoms, unspecified",4,515
"1053","Nature",5111,"Loss of consciousness--not heat related",4,516
"1054","Nature",5112,"Convulsions, seizures",4,517
"1055","Nature",5113,"Malaise and fatigue",4,518
"1056","Nature",5114,"Dizziness--general",4,519
"1057","Nature",5115,"Inflammation, swelling--general",4,520
"1058","Nature",5116,"Numbness--general",4,521
"1059","Nature",5118,"Multiple general symptoms",4,522
"1060","Nature",5119,"General symptoms, n.e.c.",4,523
"1061","Nature",512,"Symptoms involving nervous and musculoskeletal systems",3,524
"1062","Nature",5120,"Symptoms involving nervous and musculoskeletal systems, unspecified",4,525
"1063","Nature",5121,"Spasms or tremors, n.e.c.",4,526
"1064","Nature",5122,"Earache",4,527
"1065","Nature",5123,"Eye strain",4,528
"1066","Nature",5128,"Multiple symptoms involving nervous and musculoskeletal systems",4,529
"1067","Nature",5129,"Symptoms involving nervous and musculoskeletal systems, n.e.c.",4,530
"1068","Nature",513,"Symptoms involving skin and other integumentary tissue",3,531
"1069","Nature",5130,"Symptoms involving skin and other integumentary tissue, unspecified",4,532
"1070","Nature",5131,"Edema (including dropsy)",4,533
"1071","Nature",5132,"Cyanosis",4,534
"1072","Nature",5133,"Pallor and flushing",4,535
"1073","Nature",5138,"Multiple symptoms involving skin and other integumentary tissue",4,536
"1074","Nature",5139,"Symptoms involving skin and other integumentary tissue, n.e.c.",4,537
"1075","Nature",514,"Symptoms involving head and neck",3,538
"1076","Nature",5140,"Symptoms involving head and neck, unspecified",4,539
"1077","Nature",5141,"Headache, except migraine",4,540
"1078","Nature",5142,"Loss of voice, voice disturbances",4,541
"1079","Nature",5148,"Multiple symptoms involving head and neck",4,542
"1080","Nature",5149,"Symptoms involving head and neck, n.e.c.",4,543
"1081","Nature",515,"Symptoms involving cardiovascular system",3,544
"1082","Nature",5150,"Symptoms involving cardiovascular system, unspecified",4,545
"1083","Nature",5151,"Unspecified tachycardia (rapid heartbeat)",4,546
"1084","Nature",5152,"Gangrene",4,547
"1085","Nature",5153,"Enlargement of lymph nodes",4,548
"1086","Nature",5158,"Multiple symptoms involving cardiovascular system",4,549
"1087","Nature",5159,"Symptoms involving cardiovascular system, n.e.c.",4,550
"1088","Nature",516,"Symptoms involving respiratory system and chest",3,551
"1089","Nature",5160,"Symptoms involving respiratory system and chest, unspecified",4,552
"1090","Nature",5161,"Hyperventilation",4,553
"1091","Nature",5162,"Hemoptysis (cough with hemorrhage)",4,554
"1092","Nature",5163,"Abnormal sputum",4,555
"1093","Nature",5164,"Chest pain",4,556
"1094","Nature",5168,"Multiple symptoms involving respiratory system and chest",4,557
"1095","Nature",5169,"Symptoms involving respiratory system and chest, n.e.c.",4,558
"1096","Nature",517,"Symptoms involving digestive and urinary system",3,559
"1097","Nature",5170,"Symptoms involving digestive and urinary system, unspecified",4,560
"1098","Nature",5171,"Nausea and vomiting--general",4,561
"1099","Nature",5172,"Heartburn",4,562
